-54.5 -36 -50 0 -50.4146 -12.1756 -42.4244 -5.32683 -49.048 -25.0349 -46.8 3.23415 -40.1415 -14.4585 -31.2 -15.2195 -31.3902 0.380488 -41.2829 -27.2049 -15.4098 8.75122 -14.91 -9.18 
-54.5 36 -50 -0 -42.4244 5.32683 -50.4146 12.1756 -46.8 -3.23415 -49.048 25.0349 -40.1415 14.4585 -31.3902 -0.380488 -31.2 15.2195 -15.4098 -8.75122 -41.2829 27.2049 -14.91 9.18 
-54.5 0 -50 -2.63214e-14 -47 -2.5 -47 2.5 -47 -7 -47 7 -43 -2.0241e-14 -35.5756 -9.5122 -35.5756 9.5122 -26.4439 -17.3122 -26.4439 17.3122 -13.2838 0.255459 
-54.5 -10.57 -50.9115 -6.2691 -48.4757 -4.15278 -46.6788 -1.31771 -48.7951 -9.30382 -48.65 3.2 -44.37 -2.62 -43.73 -9.47 -39.9 4.33 -39 -18.8341 -22.0683 13.3171 -13.6245 -5.79039 
-54.5 10.57 -50.9115 6.2691 -46.6788 1.31771 -48.4757 4.15278 -48.65 -3.2 -48.7951 9.30382 -44.37 2.62 -39.9 -4.33 -43.73 9.47 -22.0683 -13.3171 -39 18.8341 -13.6245 5.79039 
-48.97 -17.73 -50.592 -6.54861 -48.0365 -6.70833 -46.1597 -2.875 -47.7969 -13.8559 -47.6856 4.85371 -45.1215 -7.54688 -35.9561 -9.89268 -36.8712 0.936681 -37.8585 -19.5951 -22.2585 9.32195 -14.2205 -6.64192 
-48.97 17.73 -50.592 6.54861 -46.1597 2.875 -48.0365 6.70833 -47.6856 -4.85371 -47.7969 13.8559 -45.1215 7.54688 -36.8712 -0.936681 -35.9561 9.89268 -22.2585 -9.32195 -37.8585 19.5951 -14.2205 6.64192 
-48.35 -9.55 -51.2109 -6.73828 -49.1445 -4.22266 -46.8785 -2.47569 -48.12 -8.17 -47.345 3.49127 -44.4498 -7.5786 -36.3366 -9.32195 -36.8712 1.4476 -38.8098 -18.8341 -27.0146 16.9317 -13.5393 -5.62009 
-48.35 9.55 -51.2109 6.73828 -46.8785 2.47569 -49.1445 4.22266 -47.345 -3.49127 -48.12 8.17 -44.4498 7.5786 -36.8712 -1.4476 -36.3366 9.32195 -27.0146 -16.9317 -38.8098 18.8341 -13.5393 5.62009 
23.4326 -17.7547 -50 0 -4.93348 -9.3566 -4.76336 1.7012 -3.57252 -20.8397 2.38168 13.4395 13.1987 -7.4083 18.2227 -18.6485 21.0626 2.1405 31.8472 -26.1419 30.7377 16.3535 31.5939 -10.7881 
23.4326 17.7547 -50 0 -4.76336 -1.7012 -4.93348 9.3566 2.38168 -13.4395 -3.57252 20.8397 13.1987 7.4083 21.0626 -2.1405 18.2227 18.6485 30.7377 -16.3535 31.8472 26.1419 31.5939 10.7881 
41.3 -6.4 -50 0 -1.32 -6.03 -1.34 5.45 5.32 -18.89 7.47 15.52 23.77 -2.46 31.06 -11.28 33.84 1.72 43.51 -17.1 43.84 5.57 43.67 -3.12 
41.3 6.4 -50 0 -1.34 -5.45 -1.32 6.03 7.47 -15.52 5.32 18.89 23.77 2.46 33.84 -1.72 31.06 11.28 43.84 -5.57 43.51 17.1 43.67 3.12 
43.3503 0 -50 0 -1.37824e-15 -5.86914 -1.47755e-15 5.86914 6.8048 -15.9913 6.8048 15.9913 24.4122 0.08506 33.4322 -5.786 33.836 5.5924 45.6034 -8.02116 45.7837 6.48903 44.5219 -3.33464 
54.5 0 -50 0 -0.4253 -4.76336 -0.4253 4.76336 7.91058 -18.373 7.91058 18.373 21 0 35 -6 35 6 46 -9.5 46 9.5 46 0 
48.3143 -6.48998 -50 0 -0.4253 -7.57034 -0.8506 5.61396 6.97561 -20.1341 12.6739 15.0556 25.2052 -4.25764 33.5502 -12.5175 34.9127 0.936681 45.2429 -18.4757 44.3417 3.78527 45.4232 -2.61364 
48.3143 6.48998 -50 0 -0.8506 -5.61396 -0.4253 7.57034 12.6739 -15.0556 6.97561 20.1341 25.2052 4.25764 34.9127 -0.936681 33.5502 12.5175 44.3417 -3.78527 45.2429 18.4757 45.4232 2.61364 
13.6089 -30.7328 -50 -0.00482938 -8.44531 -16.7109 -8.625 -2.875 -0.988281 -27.4023 -5.8299 9.04639 3.91703 -11.4956 9.62227 -24.4389 13.5393 0.170306 22.9913 -28.7817 22.3952 16.5197 23.1616 -14.9017 
13.6089 30.7328 -50 0.00482938 -8.625 2.875 -8.44531 16.7109 -5.8299 -9.04639 -0.988281 27.4023 3.91703 11.4956 13.5393 -0.170306 9.62227 24.4389 22.3952 -16.5197 22.9913 28.7817 23.1616 14.9017 
24.3161 -7.44896 -50 0 -5.01854 -7.99564 -4.93348 3.23228 -1.44602 -18.373 -1.78626 14.9706 14.8166 -2.72489 19.2445 -13.369 23.2887 7.87706 34.4017 -23.8428 34.3378 18.9263 34.518 -3.78527 
24.3161 7.44896 -50 0 -4.93348 -3.23228 -5.01854 7.99564 -1.78626 -14.9706 -1.44602 18.373 14.8166 2.72489 23.2887 -7.87706 19.2445 13.369 34.3378 -18.9263 34.4017 23.8428 34.518 3.78527 
52.453 -10.7249 -50 0 -1.2759 -6.71974 -0.8506 5.86914 7.66066 -20.819 14.8004 16.5867 25.0927 -4.253 35.4278 -11.6396 36.9514 -0.450627 44.9726 -16.5831 45.1528 5.76803 44.7022 -6.7594 
52.453 10.7249 -50 0 -0.8506 -5.86914 -1.2759 6.71974 14.8004 -16.5867 7.66066 20.819 25.0927 4.253 36.9514 0.450627 35.4278 11.6396 45.1528 -5.76803 44.9726 16.5831 44.7022 6.7594 
54.5 -36 -50 0 -0.72 -12 -0.84 1.08 7.1921 -26.2854 13.3867 8.53516 24.7525 -10.7176 35.2755 -23.9737 40.9169 -8.74216 44.22 -30.85 44.7052 8.8559 48.3754 -19.5214 
54.5 36 -50 0 -0.84 -1.08 -0.72 12 13.3867 -8.53516 7.1921 26.2854 24.7525 10.7176 40.9169 8.74216 35.2755 23.9737 44.7052 -8.8559 44.22 30.85 48.3754 19.5214 
49.5 -20.51 -50 0 -1.44602 -9.01636 -1.36096 4.59324 7.02978 -21.9906 15.1407 14.205 25.0349 -8.00437 33.2948 -20.4367 35.3306 -3.39268 44.1943 -26.3122 42.8096 9.55329 43.6368 -9.47609 
49.5 20.51 -50 0 -1.36096 -4.59324 -1.44602 9.01636 15.1407 -14.205 7.02978 21.9906 25.0349 8.00437 35.3306 3.39268 33.2948 20.4367 42.8096 -9.55329 44.1943 26.3122 43.6368 9.47609 
26.4313 -36 -50 0 -3.23228 -15.0556 -3.31734 -3.06216 0.68048 -26.3686 6.88986 6.20938 14.5611 -11.7511 18.8188 -23.7576 22.9061 -2.38428 30.655 -28.6114 27.3981 12.9781 30.9105 -14.5611 
26.4313 36 -50 0 -3.31734 3.06216 -3.23228 15.0556 6.88986 -6.20938 0.68048 26.3686 14.5611 11.7511 22.9061 2.38428 18.8188 23.7576 27.3981 -12.9781 30.655 28.6114 30.9105 14.5611 
34.7525 -26.901 -50 0 -0.71875 -12.668 -0.449219 0.539062 5.03125 -25.3359 10.6441 10.4738 20.3047 -9.61328 24.6944 -20.3683 33.076 -2.88401 39.6552 -31.1834 37.3119 8.38166 40.2861 -12.6176 
34.7525 26.901 -50 0 -0.449219 -0.539062 -0.71875 12.668 10.6441 -10.4738 5.03125 25.3359 20.3047 9.61328 33.076 2.88401 24.6944 20.3683 37.3119 -8.38166 39.6552 31.1834 40.2861 12.6176 
35.8699 -19.9177 -50 0 -1.61719 -10.1523 0.71875 3.23438 1.89263 -21.4498 8.89453 13.6562 22.8203 -6.55859 26.3164 -17.4859 36.1403 -2.79389 40.1959 -25.866 39.4749 8.38166 40.9169 -8.29154 
35.8699 19.9177 -50 0 0.71875 -3.23438 -1.61719 10.1523 8.89453 -13.6562 1.89263 21.4498 22.8203 6.55859 36.1403 2.79389 26.3164 17.4859 39.4749 -8.38166 40.1959 25.866 40.9169 8.29154 
36.26 0 -50 0 -0.76554 -5.44384 -0.76554 5.44384 7.99564 -16.4166 7.99564 16.4166 21.7422 0.179688 30.0462 -9.01387 29.926 8.17257 42.1507 -9.96288 42.1507 9.96288 41.9984 0.180251 
-11.4658 0 -50 -1.53064e-17 -25.827 -4.41265 -25.827 4.41265 -24.5291 -11.9401 -24.5291 11.9401 -14.5145 0.0247917 -11.4588 -11.4588 -11.4588 11.4588 -4.62371 -19.299 -4.62371 19.299 2.33902 -4.35849e-16 
-2.64407 22.2342 -50.0001 0.0696938 -23.9227 1.80928 -23.3196 13.8711 -21.1082 -9.64948 -16.6856 21.5103 -11.2946 9.75446 -5.62887 -3.01546 -2.73985 19.4358 9.24742 -15.6804 6.03093 28.3454 9.43359 8.89453 
-2.64407 -22.2342 -50.0001 -0.0696938 -23.3196 -13.8711 -23.9227 -1.80928 -16.6856 -21.5103 -21.1082 9.64948 -11.2946 -9.75446 -2.73985 -19.4358 -5.62887 3.01546 6.03093 -28.3454 9.24742 15.6804 9.43359 -8.89453 
14.0417 -36 -50 -2.08167e-17 -8.625 -16.8906 -8.625 -3.05469 -2.06641 -29.8281 -5.2268 8.64433 4.85371 -11.3253 8.51528 -26.2271 13.2838 -1.02183 23.2467 -28.6114 23.4599 11.8156 22.3952 -15.2424 
14.0417 36 -50 2.08167e-17 -8.625 3.05469 -8.625 16.8906 -5.2268 -8.64433 -2.06641 29.8281 4.85371 11.3253 13.2838 1.02183 8.51528 26.2271 23.4599 -11.8156 23.2467 28.6114 22.3952 15.2424 
37.3246 11.2226 -50 0 -2.1265 -3.23228 -1.87132 9.61178 7.6554 -15.3959 7.31516 20.3293 24.0983 5.10917 33.0393 -0.425764 30.059 14.0502 44.3417 -5.22727 44.3417 21.54 44.6121 4.68652 
37.3246 -11.2226 -50 0 -1.87132 -9.61178 -2.1265 3.23228 7.31516 -20.3293 7.6554 15.3959 24.0983 -5.10917 30.059 -14.0502 33.0393 0.425764 44.3417 -21.54 44.3417 5.22727 44.6121 -4.68652 
37.3186 -4.62255 -50 0 -1.4476 -5.02402 -1.4476 5.36463 4.08249 -17.9762 4.34126 16.2602 22.9061 -0.681223 29.9579 -10.1198 32.0175 3.91703 43.1725 -16.6048 44.1948 5.74504 42.969 -1.76927 
37.3186 4.62255 -50 0 -1.4476 -5.36463 -1.4476 5.02402 4.34126 -16.2602 4.08249 17.9762 22.9061 0.681223 32.0175 -3.91703 29.9579 10.1198 44.1948 -5.74504 43.1725 16.6048 42.969 1.76927 
44.7022 -12.6176 -50 0 -1.7012 -7.05998 -1.44602 5.5289 6.7594 -19.9177 10.3773 14.2901 25.2628 -5.5289 32.009 -13.9374 35.4236 -1.87336 43.1701 -21.1795 42.7467 6.47162 43.8911 -6.30878 
44.7022 12.6176 -50 0 -1.44602 -5.5289 -1.7012 7.05998 10.3773 -14.2901 6.7594 19.9177 25.2628 5.5289 35.4236 1.87336 32.009 13.9374 42.7467 -6.47162 43.1701 21.1795 43.8911 6.30878 
-39.1276 -19.3086 -50.002 -0.797344 -46.9902 -9.5122 -42.4244 -2.28293 -40.7122 -17.8829 -42.0439 5.70732 -39.1902 -9.32195 -30.439 -12.3659 -30.8195 1.7122 -35.3854 -18.4537 -20.3561 11.4146 -14.3249 -8.76527 
-39.1276 19.3086 -50.002 0.797344 -42.4244 2.28293 -46.9902 9.5122 -42.0439 -5.70732 -40.7122 17.8829 -39.1902 9.32195 -30.8195 -1.7122 -30.439 12.3659 -20.3561 -11.4146 -35.3854 18.4537 -14.3249 8.76527 
-42.41 -5.07 -50.02 -2.88 -47 -2.42 -47 0.64 -47 -5.57 -44.8976 4.37561 -42.53 -3.35 -38.8098 -9.70244 -39.1902 3.23415 -31.5805 -15.6 -25.4927 9.5122 -13.55 -2.94 
-42.41 5.07 -50.02 2.88 -47 -0.64 -47 2.42 -44.8976 -4.37561 -47 5.57 -42.53 3.35 -39.1902 -3.23415 -38.8098 9.70244 -25.4927 -9.5122 -31.5805 15.6 -13.55 2.94 
-35.8177 0 -50 -6.21725e-15 -41.8537 -3.99512 -41.8537 3.99512 -41.4732 -9.32195 -41.4732 9.32195 -38.4293 0.190244 -32.722 -7.41951 -32.722 7.41951 -22.4488 -14.839 -22.4488 14.839 -11.9913 -4.88498e-15 
-43.8438 15.3333 -50.2326 5.43056 -44.6413 2.02474 -46.9583 5.67014 -45.268 -4.72981 -44.7948 12.0623 -42.2022 7.3414 -35.3854 -0.380488 -35.5756 9.89268 -19.4049 -9.70244 -39.1902 19.0244 -14.1033 6.9299 
-43.8438 -15.3333 -50.2326 -5.43056 -46.9583 -5.67014 -44.6413 -2.02474 -44.7948 -12.0623 -45.268 4.72981 -42.2022 -7.3414 -35.5756 -9.89268 -35.3854 0.380488 -39.1902 -19.0244 -19.4049 9.70244 -14.1033 -6.9299 
-43.8438 15.3333 -50.2326 5.43056 -44.6413 2.02474 -46.9583 5.67014 -45.268 -4.72981 -44.7948 12.0623 -42.2022 7.3414 -35.3854 -0.380488 -35.5756 9.89268 -19.9027 -21.4049 -39.1902 19.0244 -14.1033 6.9299 
